,state,const_id,const_name,candidate,party,votes
4630,Mizoram,31,Mizoram - Lunglei East,LAWMAWMA TOCHHAWNG,Mizo National Front,4063
4631,Mizoram,31,Mizoram - Lunglei East,LALRINPUII,Independent,3991
4632,Mizoram,31,Mizoram - Lunglei East,JOSEPH LALHIMPUIA,Indian National Congress,3836
4633,Mizoram,31,Mizoram - Lunglei East,H.LALRUATA,Bharatiya Janata Party,405
4634,Mizoram,31,Mizoram - Lunglei East,None of the Above,None of the Above,52
4635,Mizoram,30,Mizoram - Lunglei North,VANLALTANPUIA,Mizo National Front,5022
4636,Mizoram,30,Mizoram - Lunglei North,V MALSAWMTLUANGA,Independent,4627
4637,Mizoram,30,Mizoram - Lunglei North,P.C. LALTHANLIANA,Indian National Congress,4466
4638,Mizoram,30,Mizoram - Lunglei North,RAMDINZAUVA,Bharatiya Janata Party,66
4639,Mizoram,30,Mizoram - Lunglei North,None of the Above,None of the Above,61
4640,Mizoram,33,Mizoram - Lunglei South,K PACHHUNGA,Mizo National Front,6245
4641,Mizoram,33,Mizoram - Lunglei South,R LALNUNTHARA,Indian National Congress,3804
4642,Mizoram,33,Mizoram - Lunglei South,REV DR K THANZAUVA,Independent,3492
4643,Mizoram,33,Mizoram - Lunglei South,DR.AICHHUNGA,Bharatiya Janata Party,920
4644,Mizoram,33,Mizoram - Lunglei South,None of the Above,None of the Above,53
4645,Mizoram,32,Mizoram - Lunglei West,C.LALRINSANGA,Mizo National Front,4093
4646,Mizoram,32,Mizoram - Lunglei West,CHALROSANGA RALTE,Indian National Congress,4016
4647,Mizoram,32,Mizoram - Lunglei West,LALNUNTLUANGA SAILO,Independent,3587
4648,Mizoram,32,Mizoram - Lunglei West,C.S.CHAWNGCHHUMA,Bharatiya Janata Party,142
4649,Mizoram,32,Mizoram - Lunglei West,None of the Above,None of the Above,47
4650,Mizoram,3,Mizoram - Mamit,H. LALZIRLIANA,Mizo National Front,6874
4651,Mizoram,3,Mizoram - Mamit,JOHN ROTLUANGLIANA,Indian National Congress,6467
4652,Mizoram,3,Mizoram - Mamit,MALSAWMTLUANGA,Bharatiya Janata Party,4528
4653,Mizoram,3,Mizoram - Mamit,C.ZOTHANSANGA,Independent,1122
4654,Mizoram,3,Mizoram - Mamit,LIANZUALA,National People's Party,90
4655,Mizoram,3,Mizoram - Mamit,LALAWMPUIA CHHANGTE,Nationalist Congress Party,80
4656,Mizoram,3,Mizoram - Mamit,B.LALHMUNZAWNGA,Independent,75
4657,Mizoram,3,Mizoram - Mamit,None of the Above,None of the Above,190
4658,Mizoram,40,Mizoram - Palak,K.T. ROKHAW,Indian National Congress,5492
4659,Mizoram,40,Mizoram - Palak,M. CHAKHU,Mizo National Front,4648
4660,Mizoram,40,Mizoram - Palak,HIPHEI,Bharatiya Janata Party,4431
4661,Mizoram,40,Mizoram - Palak,S. SATHLU,Independent,59
4662,Mizoram,40,Mizoram - Palak,None of the Above,None of the Above,40
4663,Mizoram,26,Mizoram - Serchhip,LALDUHOMA,Independent,5481
4664,Mizoram,26,Mizoram - Serchhip,LAL THANHAWLA,Indian National Congress,5071
4665,Mizoram,26,Mizoram - Serchhip,C LALRAMZAUVA,Mizo National Front,4313
4666,Mizoram,26,Mizoram - Serchhip,ZAICHHAWNA HLAWNDO,Independent,278
4667,Mizoram,26,Mizoram - Serchhip,LALCHUNGLURA,Bharatiya Janata Party,211
4668,Mizoram,26,Mizoram - Serchhip,KAPLIANA PACHUAU,National People's Party,119
4669,Mizoram,26,Mizoram - Serchhip,VANLALRUATA,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,29
4670,Mizoram,26,Mizoram - Serchhip,None of the Above,None of the Above,41
4671,Mizoram,6,Mizoram - Serlui,LALRINSANGA RALTE,Mizo National Front,6128
4672,Mizoram,6,Mizoram - Serlui,LALHMACHHUANA,Indian National Congress,5201
4673,Mizoram,6,Mizoram - Serlui,LALMUANPUIA PUNTE,Independent,1995
4674,Mizoram,6,Mizoram - Serlui,VANLALHMUAKA,Bharatiya Janata Party,1959
4675,Mizoram,6,Mizoram - Serlui,HMINGCHUNGNUNGA,National People's Party,638
4676,Mizoram,6,Mizoram - Serlui,None of the Above,None of the Above,134
4677,Mizoram,39,Mizoram - Siaha,DR. K. BEICHHUA,Mizo National Front,8109
4678,Mizoram,39,Mizoram - Siaha,S. HIATO,Indian National Congress,5641
4679,Mizoram,39,Mizoram - Siaha,S. VADYU,Bharatiya Janata Party,2315
4680,Mizoram,39,Mizoram - Siaha,F. THANGCHHUAHA,Independent,171
4681,Mizoram,39,Mizoram - Siaha,None of the Above,None of the Above,41
4682,Mizoram,29,Mizoram - South tuipui,DR R LALTHANGLIANA,Mizo National Front,6126
4683,Mizoram,29,Mizoram - South tuipui,JOHN SIAMKUNGA,Indian National Congress,4657
4684,Mizoram,29,Mizoram - South tuipui,PHAIROTHANGA,Independent,1359
4685,Mizoram,29,Mizoram - South tuipui,LALNUNPUIA,Bharatiya Janata Party,151
4686,Mizoram,29,Mizoram - South tuipui,None of the Above,None of the Above,35
4687,Mizoram,9,Mizoram - Tawi,R.LALZIRLIANA,Mizo National Front,4940
4688,Mizoram,9,Mizoram - Tawi,R. LALTHATLUANGA,Independent,4756
4689,Mizoram,9,Mizoram - Tawi,ROSIAMNGHETA,Indian National Congress,2630
4690,Mizoram,9,Mizoram - Tawi,PROF.J.V.HLUNA,Bharatiya Janata Party,714
4691,Mizoram,9,Mizoram - Tawi,H.LALREMSIAMA,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,97
4692,Mizoram,9,Mizoram - Tawi,LALZENGHAKI,Independent,49
4693,Mizoram,9,Mizoram - Tawi,None of the Above,None of the Above,39
4694,Mizoram,34,Mizoram - Thorang,ZODINTLUANGA RALTE,Indian National Congress,4499
4695,Mizoram,34,Mizoram - Thorang,R.ROHMINGLIANA,Mizo National Front,3259
4696,Mizoram,34,Mizoram - Thorang,JOSEPH LALZAWMLIANA,Bharatiya Janata Party,1629
4697,Mizoram,34,Mizoram - Thorang,LALRINZUALA,Independent,1101
4698,Mizoram,34,Mizoram - Thorang,LALHULIANA,National People's Party,653
4699,Mizoram,34,Mizoram - Thorang,None of the Above,None of the Above,74
4700,Mizoram,22,Mizoram - Tuichang,TAWNLUIA,Mizo National Front,5146
4701,Mizoram,22,Mizoram - Tuichang,W. CHHUANAWMA,Independent,4407
4702,Mizoram,22,Mizoram - Tuichang,JAMES THANGHMINGMAWIA,Indian National Congress,3171
4703,Mizoram,22,Mizoram - Tuichang,LALDUHPUII,Bharatiya Janata Party,174
4704,Mizoram,22,Mizoram - Tuichang,LALREMSANGA,Independent,97
4705,Mizoram,22,Mizoram - Tuichang,None of the Above,None of the Above,26
4706,Mizoram,36,Mizoram - Tuichawng,BUDDHA DHAN CHAKMA,Bharatiya Janata Party,11419
4707,Mizoram,36,Mizoram - Tuichawng,RASIK MOHAN CHAKMA,Mizo National Front,9825
4708,Mizoram,36,Mizoram - Tuichawng,KALI KUMAR TONGCHANGYA,Indian National Congress,4353
4709,Mizoram,36,Mizoram - Tuichawng,DOYMOY DAVENG CHAKMA,National People's Party,250
4710,Mizoram,36,Mizoram - Tuichawng,None of the Above,None of the Above,293
4711,Mizoram,27,Mizoram - Tuikum,ER. LALRINAWMA,Mizo National Front,5439
4712,Mizoram,27,Mizoram - Tuikum,SANGZELA TLAU,Indian National Congress,4042
4713,Mizoram,27,Mizoram - Tuikum,P.C. VANLALRUATA,Independent,3810
4714,Mizoram,27,Mizoram - Tuikum,LALNUNMAWIA CHHAKCHHUAK,Bharatiya Janata Party,140
4715,Mizoram,27,Mizoram - Tuikum,LALRUATFELI HLAWNDO,Independent,135
4716,Mizoram,27,Mizoram - Tuikum,RC ROHMINGTHANGA,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,22
4717,Mizoram,27,Mizoram - Tuikum,None of the Above,None of the Above,59
4718,Mizoram,4,Mizoram - Tuirial,ANDREW H. THANGLIANA,Independent,4387
4719,Mizoram,4,Mizoram - Tuirial,SAILOTHANGA SAILO,Mizo National Front,4183
4720,Mizoram,4,Mizoram - Tuirial,JOSEPH L. RALTE,Indian National Congress,3748
4721,Mizoram,4,Mizoram - Tuirial,HMINGDAILOVA KHIANGTE,National People's Party,1209
4722,Mizoram,4,Mizoram - Tuirial,JACOB T. VANLAWMA,Bharatiya Janata Party,487
4723,Mizoram,4,Mizoram - Tuirial,B. VANLALHRUAIA,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,104
4724,Mizoram,4,Mizoram - Tuirial,V. LALENNAWMA,Independent,66
4725,Mizoram,4,Mizoram - Tuirial,None of the Above,None of the Above,61
4726,Mizoram,7,Mizoram - Tuivawl,LALCHHANDAMA RALTE,Mizo National Front,5207
4727,Mizoram,7,Mizoram - Tuivawl,R. L. PIANMAWIA,Indian National Congress,5204
4728,Mizoram,7,Mizoram - Tuivawl,JUDY ZOHMINGLIANI,Bharatiya Janata Party,1607
4729,Mizoram,7,Mizoram - Tuivawl,K. ROMAWIA,Independent,1083
4730,Mizoram,7,Mizoram - Tuivawl,H. K. HLIMPAWLTHANGA,Independent,58
4731,Mizoram,7,Mizoram - Tuivawl,None of the Above,None of the Above,52
4732,Mizoram,35,Mizoram - West tuipui,NIHAR KANTI CHAKMA,Indian National Congress,5943
4733,Mizoram,35,Mizoram - West tuipui,KINA RANJAN CHAKMA,Bharatiya Janata Party,3558
4734,Mizoram,35,Mizoram - West tuipui,F ROBERT HMINGTHANSANGA,Mizo National Front,3243
4735,Mizoram,35,Mizoram - West tuipui,B VANLALAUVA,Independent,103
4736,Mizoram,35,Mizoram - West tuipui,None of the Above,None of the Above,121
4737,Rajasthan,53,Rajasthan - Adarsh Nagar,RAFEEK KHAN,Indian National Congress,88541
4738,Rajasthan,53,Rajasthan - Adarsh Nagar,ASHOK PARNAMI,Bharatiya Janata Party,75988
4739,Rajasthan,53,Rajasthan - Adarsh Nagar,SANDEEP SHARMA,Independent,1280
4740,Rajasthan,53,Rajasthan - Adarsh Nagar,JITENDRA KUMAR HATWAL,Aam Aadmi Party,1247
4741,Rajasthan,53,Rajasthan - Adarsh Nagar,KRISHAN KISHORE,Independent,1067
4742,Rajasthan,53,Rajasthan - Adarsh Nagar,PAWAN GAUR,Independent,865
4743,Rajasthan,53,Rajasthan - Adarsh Nagar,BABA ASHFAKUDDIN QURESHI,Independent,670
4744,Rajasthan,53,Rajasthan - Adarsh Nagar,FARMIDA BANO,Independent,634
4745,Rajasthan,53,Rajasthan - Adarsh Nagar,SANWAR LAL SHARMA,Bahujan Samaj Party,618
4746,Rajasthan,53,Rajasthan - Adarsh Nagar,INDER KUMAR CHOPRA,Bharat Vahini Party,174
4747,Rajasthan,53,Rajasthan - Adarsh Nagar,AMIT VYAS,Independent,165
4748,Rajasthan,53,Rajasthan - Adarsh Nagar,MOHASIN QURESHI,Independent,163
4749,Rajasthan,53,Rajasthan - Adarsh Nagar,LALCHAND SAINI,Independent,120
4750,Rajasthan,53,Rajasthan - Adarsh Nagar,MOHAMMAD NADEEM,Independent,114
4751,Rajasthan,53,Rajasthan - Adarsh Nagar,SHAKIL,Independent,113
4752,Rajasthan,53,Rajasthan - Adarsh Nagar,BADAMI DEVI,Independent,94
4753,Rajasthan,53,Rajasthan - Adarsh Nagar,MO. ABDULLA,Independent,88
4754,Rajasthan,53,Rajasthan - Adarsh Nagar,ABDUL SAEED,Indian Peoples Green Party,86
4755,Rajasthan,53,Rajasthan - Adarsh Nagar,AHSAN AHMAD ANSARI,Rashtriya Loktantrik Party,86
4756,Rajasthan,53,Rajasthan - Adarsh Nagar,ABDUL AZIZ (BABBIE),Independent,85
4757,Rajasthan,53,Rajasthan - Adarsh Nagar,INDERJEET KAUL,Shiv Sena,82
4758,Rajasthan,53,Rajasthan - Adarsh Nagar,YOGESH SHARMA,Independent,82
4759,Rajasthan,53,Rajasthan - Adarsh Nagar,NRASINGH PANDEY,Bharatiya Yuva Shakti,68
4760,Rajasthan,53,Rajasthan - Adarsh Nagar,SHAHABUDDIN,Bhartiya Panchyat Party,65
4761,Rajasthan,53,Rajasthan - Adarsh Nagar,MOINUDIN,Independent,65
4762,Rajasthan,53,Rajasthan - Adarsh Nagar,RIAZUDDIN,Independent,63
4763,Rajasthan,53,Rajasthan - Adarsh Nagar,MUJEEB KHAN,Jago Party,60
4764,Rajasthan,53,Rajasthan - Adarsh Nagar,WASIM AHMAD,Independent,59
4765,Rajasthan,53,Rajasthan - Adarsh Nagar,BADRI SINGH,Independent,46
4766,Rajasthan,53,Rajasthan - Adarsh Nagar,RAJNEESH GAUR,Independent,45
4767,Rajasthan,53,Rajasthan - Adarsh Nagar,RAJENDRA KUMAR BASWALA,Independent,45
4768,Rajasthan,53,Rajasthan - Adarsh Nagar,None of the Above,None of the Above,1493
4769,Rajasthan,141,Rajasthan - Ahore,CHHAGANSINGH,Bharatiya Janata Party,74928
4770,Rajasthan,141,Rajasthan - Ahore,SAVARAM PATEL,Indian National Congress,43880
4771,Rajasthan,141,Rajasthan - Ahore,PANKAJ,Bahujan Samaj Party,22808
4772,Rajasthan,141,Rajasthan - Ahore,JAGDISH CHOUDHARY,Independent,2684
4773,Rajasthan,141,Rajasthan - Ahore,CHHAGNARAM,Hindustan Janta Party,1204
4774,Rajasthan,141,Rajasthan - Ahore,MILAP CHAND JAIN,Independent,1091
4775,Rajasthan,141,Rajasthan - Ahore,LAL CHAND,Independent,1021
4776,Rajasthan,141,Rajasthan - Ahore,NIMBARAM,Independent,644
4777,Rajasthan,141,Rajasthan - Ahore,BALWANT SINGH,Shiv Sena,311
4778,Rajasthan,141,Rajasthan - Ahore,DINESH KUMAR,Aam Aadmi Party,255
4779,Rajasthan,141,Rajasthan - Ahore,PRAKASH SINGH,Abhinav Rajasthan Party,189
4780,Rajasthan,141,Rajasthan - Ahore,None of the Above,None of the Above,3111
4781,Rajasthan,100,Rajasthan - Ajmer North,VASUDEV DEVNANI,Bharatiya Janata Party,67881
4782,Rajasthan,100,Rajasthan - Ajmer North,MAHENDRA SINGH RALAWATA,Indian National Congress,59251
4783,Rajasthan,100,Rajasthan - Ajmer North,AMAD,Bahujan Samaj Party,1940
4784,Rajasthan,100,Rajasthan - Ajmer North,SANDEEP TANWAR,Independent,430
4785,Rajasthan,100,Rajasthan - Ajmer North,SHWETA SHARMA,Independent,396
4786,Rajasthan,100,Rajasthan - Ajmer North,NEERAJ PAREEK,Bharatiya Rashtravadi Samanta Party,387
4787,Rajasthan,100,Rajasthan - Ajmer North,TRIVENDRA KUMAR PATHAK,Bharat Vahini Party,345
4788,Rajasthan,100,Rajasthan - Ajmer North,VIRENDRA SINGH,Aam Aadmi Party,253
4789,Rajasthan,100,Rajasthan - Ajmer North,MANOJ SHARMA,National Future Party,155
4790,Rajasthan,100,Rajasthan - Ajmer North,GHISU SINGH,Independent,117
4791,Rajasthan,100,Rajasthan - Ajmer North,PEERDAN SINGH,Independent,105
4792,Rajasthan,100,Rajasthan - Ajmer North,DURGADAS TULSIANI,Independent,96
4793,Rajasthan,100,Rajasthan - Ajmer North,None of the Above,None of the Above,1591
4794,Rajasthan,101,Rajasthan - Ajmer South,ANITA BHADEL,Bharatiya Janata Party,69064
4795,Rajasthan,101,Rajasthan - Ajmer South,HEMANT BHATI,Indian National Congress,63364
4796,Rajasthan,101,Rajasthan - Ajmer South,DR RAKESH SHIVASHIYA,Independent,1065
4797,Rajasthan,101,Rajasthan - Ajmer South,GANPAT LAL,Bahujan Samaj Party,793
4798,Rajasthan,101,Rajasthan - Ajmer South,VIJAY KUMAR,National Future Party,564
4799,Rajasthan,101,Rajasthan - Ajmer South,AMIT LAHIRI,Bharatiya Yuva Shakti,358
4800,Rajasthan,101,Rajasthan - Ajmer South,PANKAJ,Aam Aadmi Party,191
4801,Rajasthan,101,Rajasthan - Ajmer South,ASHOK KUMAR NOGIYA,Republican Party of India (A),135
4802,Rajasthan,101,Rajasthan - Ajmer South,BEENA SUKRIYA,Bhartiya Public Labour Party,131
4803,Rajasthan,101,Rajasthan - Ajmer South,JAGDISH BHAMBI,Bharatiya Rashtravadi Samanta Party,129
4804,Rajasthan,101,Rajasthan - Ajmer South,PRAMENDRA CHOUHAN,Shiv Sena,110
4805,Rajasthan,101,Rajasthan - Ajmer South,None of the Above,None of the Above,1779
4806,Rajasthan,65,Rajasthan - Alwar Rural,TIKA RAM JULLY,Indian National Congress,85752
4807,Rajasthan,65,Rajasthan - Alwar Rural,MASTER RAMKISHAN,Bharatiya Janata Party,59275
4808,Rajasthan,65,Rajasthan - Alwar Rural,RINKY VERMA,Bahujan Samaj Party,25379
4809,Rajasthan,65,Rajasthan - Alwar Rural,BISHAN LAL,Independent,491
4810,Rajasthan,65,Rajasthan - Alwar Rural,SAWAINATH SAPERA,Bharatiya Rashtravadi Samanta Party,470
4811,Rajasthan,65,Rajasthan - Alwar Rural,RAJENDRA PRASAD DOCHANIA,Independent,439
4812,Rajasthan,65,Rajasthan - Alwar Rural,MANISH,Aam Aadmi Party,313
4813,Rajasthan,65,Rajasthan - Alwar Rural,RAMBABU BASWAL (KHATIK),Bharatiya Yuva Shakti,275
4814,Rajasthan,65,Rajasthan - Alwar Rural,KANHAIYA LAL JATAV,Bharat Vahini Party,249
4815,Rajasthan,65,Rajasthan - Alwar Rural,MASTER SHYAM LAL,Samajwadi Party,208
4816,Rajasthan,65,Rajasthan - Alwar Rural,JEETU JATAV,Lok Jan Shakti Party,159
4817,Rajasthan,65,Rajasthan - Alwar Rural,PREM CHAND JATAV,Shiv Sena,157
4818,Rajasthan,65,Rajasthan - Alwar Rural,DIPENDRA ARYA,Abhinav Rajasthan Party,103
4819,Rajasthan,65,Rajasthan - Alwar Rural,None of the Above,None of the Above,1236
4820,Rajasthan,66,Rajasthan - Alwar Urban,SANJAY SHARMA,Bharatiya Janata Party,85041
4821,Rajasthan,66,Rajasthan - Alwar Urban,SHWETA SAINI,Indian National Congress,63033
4822,Rajasthan,66,Rajasthan - Alwar Urban,TARA SINGH,Bahujan Samaj Party,6370
4823,Rajasthan,66,Rajasthan - Alwar Urban,AJAY KUMAR PUNIYA,Aam Aadmi Party,3507
4824,Rajasthan,66,Rajasthan - Alwar Urban,NAVJOT SINGH BHAMLOT,Abhinav Rajasthan Party,2706
4825,Rajasthan,66,Rajasthan - Alwar Urban,C.A. SHRIKISHAN GUPTA,Shiv Sena,1727
4826,Rajasthan,66,Rajasthan - Alwar Urban,TEJPAL SAINI,Communist Party of India,738
4827,Rajasthan,66,Rajasthan - Alwar Urban,KAPIL JASAIWAL,Independent,513
4828,Rajasthan,66,Rajasthan - Alwar Urban,BHAGCHAND,Akhil Bharat Hindu Mahasabha,490
4829,Rajasthan,66,Rajasthan - Alwar Urban,AMAR CHAND MINA,Independent,478
4830,Rajasthan,66,Rajasthan - Alwar Urban,RAMESH CHAND SINGHAL,National Unionist Zamindara Party,341
4831,Rajasthan,66,Rajasthan - Alwar Urban,ANAND KUMAR SAIN,Independent,259
4832,Rajasthan,66,Rajasthan - Alwar Urban,RAJAN GUPTA,Bharat Vahini Party,243
4833,Rajasthan,66,Rajasthan - Alwar Urban,RAHUL KUMAR GUPTA,Independent,167
4834,Rajasthan,66,Rajasthan - Alwar Urban,PREM KUMAR VERMA,Ambedkarite Party of India,160
4835,Rajasthan,66,Rajasthan - Alwar Urban,SHOBHARAM,Bharatiya Yuva Shakti,120
4836,Rajasthan,66,Rajasthan - Alwar Urban,MAHESH CHAND SHARMA,Jago Party,74
4837,Rajasthan,66,Rajasthan - Alwar Urban,None of the Above,None of the Above,1081
4838,Rajasthan,47,Rajasthan - Amber,SATISH POONIA,Bharatiya Janata Party,93132
4839,Rajasthan,47,Rajasthan - Amber,PRASHANT SHARMA,Indian National Congress,79856
4840,Rajasthan,47,Rajasthan - Amber,NAVIN PILANIYA,Bahujan Samaj Party,15994
4841,Rajasthan,47,Rajasthan - Amber,RAMJI LAL YADAV,Communist Party of India (Marxist),1547
4842,Rajasthan,47,Rajasthan - Amber,LAL CHAND SHARMA,Independent,1537
4843,Rajasthan,47,Rajasthan - Amber,POORAN CHAND VERMA,Ambedkarite Party of India,1470
4844,Rajasthan,47,Rajasthan - Amber,NATWAR SINGH,Independent,1401
4845,Rajasthan,47,Rajasthan - Amber,MOHAN LAL SHARMA,Independent,687
4846,Rajasthan,47,Rajasthan - Amber,GAURU SINGH DEVAL,Independent,579
4847,Rajasthan,47,Rajasthan - Amber,VINOD MEENA,Shiv Sena,383
4848,Rajasthan,47,Rajasthan - Amber,AFZAL KHAN,Independent,361
4849,Rajasthan,47,Rajasthan - Amber,HEM CHAND SAINI,Aam Aadmi Party,271
4850,Rajasthan,47,Rajasthan - Amber,KARISHAN KUMAR CHOUDHARY,Independent,231
4851,Rajasthan,47,Rajasthan - Amber,RAMESH KUMAR SHARMA,Bharatiya Yuva Shakti,196
4852,Rajasthan,47,Rajasthan - Amber,RAMESH CHAND MEENA,Panch Party,161
4853,Rajasthan,47,Rajasthan - Amber,None of the Above,None of the Above,1678
4854,Rajasthan,193,Rajasthan - Anta,PRAMOD BHAYA,Indian National Congress,97160
4855,Rajasthan,193,Rajasthan - Anta,PRABHU LAL SAINI,Bharatiya Janata Party,63097
4856,Rajasthan,193,Rajasthan - Anta,ASHOK KUMAR JAIN,Aam Aadmi Party,1739
4857,Rajasthan,193,Rajasthan - Anta,RAVIKANT MEENA,Independent,1447
4858,Rajasthan,193,Rajasthan - Anta,DEENBANDHU DHAKAD,Bahujan Samaj Party,1335
4859,Rajasthan,193,Rajasthan - Anta,BHUVNESH NAGAR,Independent,796
4860,Rajasthan,193,Rajasthan - Anta,DINESH KUMAR,Independent,374
4861,Rajasthan,193,Rajasthan - Anta,None of the Above,None of the Above,1301
4862,Rajasthan,6,Rajasthan - Anupgarh,SANTOSH,Bharatiya Janata Party,79383
4863,Rajasthan,6,Rajasthan - Anupgarh,KULDEEP INDORA,Indian National Congress,58259
4864,Rajasthan,6,Rajasthan - Anupgarh,SHIMLA DEVI NAYAK,Independent,21666
4865,Rajasthan,6,Rajasthan - Anupgarh,PAWAN KUMAR DUGGAL,Communist Party of India (Marxist),17688
4866,Rajasthan,6,Rajasthan - Anupgarh,SHANKAR LAL,Bahujan Samaj Party,1522
4867,Rajasthan,6,Rajasthan - Anupgarh,JAGDISH,Aam Aadmi Party,1070
4868,Rajasthan,6,Rajasthan - Anupgarh,BANWARI,Maharana Kranti Party,726
4869,Rajasthan,6,Rajasthan - Anupgarh,None of the Above,None of the Above,3009
4870,Rajasthan,177,Rajasthan - Asind,JABBAR SINGH SANKHALA,Bharatiya Janata Party,70249
4871,Rajasthan,177,Rajasthan - Asind,MANISH MEWARA,Indian National Congress,70095
4872,Rajasthan,177,Rajasthan - Asind,MANSUKH SINGH,Rashtriya Loktantrik Party,42070
4873,Rajasthan,177,Rajasthan - Asind,DHANNA LAL SALVI,Bahujan Samaj Party,6092
4874,Rajasthan,177,Rajasthan - Asind,RAM KUMAR MALI,Bharatiya Yuva Shakti,2597
4875,Rajasthan,177,Rajasthan - Asind,JAGDISH,Aam Aadmi Party,2001
4876,Rajasthan,177,Rajasthan - Asind,DEVI SINGH,Rashtriya Krantikari Samajwadi Party,880
4877,Rajasthan,177,Rajasthan - Asind,RADHESHYAM VAISHNAV,Ambedkar Samaj Party,853
4878,Rajasthan,177,Rajasthan - Asind,MAHVEER PRASAD,Independent,792
4879,Rajasthan,177,Rajasthan - Asind,JAGDISH SHARMA,Bharat Vahini Party,664
4880,Rajasthan,177,Rajasthan - Asind,None of the Above,None of the Above,2943
4881,Rajasthan,159,Rajasthan - Aspur,GOPICHAND MEENA,Bharatiya Janata Party,57062
4882,Rajasthan,159,Rajasthan - Aspur,UMESH,Bhartiya Tribal Party,51732
4883,Rajasthan,159,Rajasthan - Aspur,RAIYA MEENA,Indian National Congress,42185
4884,Rajasthan,159,Rajasthan - Aspur,SHANTA KALASUA,Bahujan Samaj Party,2996
4885,Rajasthan,159,Rajasthan - Aspur,SHIVLAL MAIDA,Independent,2121
4886,Rajasthan,159,Rajasthan - Aspur,DEVILAL MEENA,Bharatiya Yuva Shakti,1942
4887,Rajasthan,159,Rajasthan - Aspur,None of the Above,None of the Above,4426
4888,Rajasthan,165,Rajasthan - Bagidora,MAHENDRAJEET SINGH MALVIYA,Indian National Congress,97638
4889,Rajasthan,165,Rajasthan - Bagidora,KHEMRAJ GARASIYA,Bharatiya Janata Party,76328
4890,Rajasthan,165,Rajasthan - Bagidora,KAMALKANT KATARA,Bhartiya Tribal Party,9538
4891,Rajasthan,165,Rajasthan - Bagidora,RATAN,Bahujan Samaj Party,3309
4892,Rajasthan,165,Rajasthan - Bagidora,JAHU,Independent,2837
4893,Rajasthan,165,Rajasthan - Bagidora,KAMALKISHOR PARGI,Independent,1364
4894,Rajasthan,165,Rajasthan - Bagidora,VALARAM,Janata Dal (United),1267
4895,Rajasthan,165,Rajasthan - Bagidora,None of the Above,None of the Above,5581
4896,Rajasthan,56,Rajasthan - Bagru,GANGA DEVI,Indian National Congress,96635
4897,Rajasthan,56,Rajasthan - Bagru,KAILASH CHAND VERMA,Bharatiya Janata Party,91292
4898,Rajasthan,56,Rajasthan - Bagru,DINESH RAI BHATI,Rashtriya Loktantrik Party,15796
4899,Rajasthan,56,Rajasthan - Bagru,K.L.PANWAR,Bahujan Samaj Party,1590
4900,Rajasthan,56,Rajasthan - Bagru,MAHESH NARANIA,Independent,1202
4901,Rajasthan,56,Rajasthan - Bagru,JAGDISH PRASAD NAINAWAT,Aam Aadmi Party,971
4902,Rajasthan,56,Rajasthan - Bagru,TEEKAM CHAND,Bharatiya Yuva Shakti,715
4903,Rajasthan,56,Rajasthan - Bagru,DOLAT RAM,Janata Dal (United),671
4904,Rajasthan,56,Rajasthan - Bagru,GOMA SAGAR RAIGAR,Independent,612
4905,Rajasthan,56,Rajasthan - Bagru,MUKESH KUMAR MAHARDA,Bharat Vahini Party,571
4906,Rajasthan,56,Rajasthan - Bagru,YOGESH,Bharatiya Rashtravadi Samanta Party,455
4907,Rajasthan,56,Rajasthan - Bagru,HIMANSHU VERMA,Abhinav Rajasthan Party,331
4908,Rajasthan,56,Rajasthan - Bagru,RAVI VEDWAL,Peoples Party of India (Democratic),313
4909,Rajasthan,56,Rajasthan - Bagru,MEGH LAL,Republican Party of India (A),302
4910,Rajasthan,56,Rajasthan - Bagru,BHANU KHORWAL,Indian Peoples Green Party,186
4911,Rajasthan,56,Rajasthan - Bagru,None of the Above,None of the Above,4203
4912,Rajasthan,120,Rajasthan - Bali,PUSHPENDRA SINGH,Bharatiya Janata Party,96238
4913,Rajasthan,120,Rajasthan - Bali,UMMED SINGH,Nationalist Congress Party,68051
4914,Rajasthan,120,Rajasthan - Bali,RAJUGIRI JI,Bharat Vahini Party,5616
4915,Rajasthan,120,Rajasthan - Bali,INDU CHOUDHARY,Independent,5414
4916,Rajasthan,120,Rajasthan - Bali,SHAILESH KUMAR MOUSALPURIYA,Independent,3479
4917,Rajasthan,120,Rajasthan - Bali,JAIPAL SINGH,Independent,3270
4918,Rajasthan,120,Rajasthan - Bali,MAHENDRA KUMAR,Abhinav Rajasthan Party,2920
4919,Rajasthan,120,Rajasthan - Bali,DANARAM MEENA,Bahujan Samaj Party,2796
4920,Rajasthan,120,Rajasthan - Bali,SURENDRA SINGH,Independent,1723
4921,Rajasthan,120,Rajasthan - Bali,KHARTARAM,Independent,783
4922,Rajasthan,120,Rajasthan - Bali,HARIRAM,Rashtriya Samaj Paksha,775
4923,Rajasthan,120,Rajasthan - Bali,None of the Above,None of the Above,5334
4924,Rajasthan,91,Rajasthan - Bamanwas,INDRA,Indian National Congress,73656
